Provincia,Partido,Localidad,Link Indec,ADSL,CABLEMODEM,DIAL UP,FIBRA OPTICA,OTROS,SATELITAL,WIMAX,WIRELESS,Total general
Formosa,Pilcomayo,Palma Sola,34049040,0,0,0,0,0,0,0,18,18
Formosa,Pilcomayo,Riacho He-He,34049060,0,0,0,1,0,0,0,414,415
Formosa,Pilcomayo,Siete Palmas,34049080,17,0,0,1,0,0,0,82,100
Formosa,Pilcomayo,Puerto Pilcomayo,34049050,0,0,0,0,0,0,0,3,3
Formosa,Pilcomayo,Riacho Negro,34049070,0,0,0,0,0,0,0,3,3
Formosa,Pirané,Colonia Campo Villafañe,34056010,0,0,0,52,0,0,0,98,150
Formosa,Pirané,El Colorado,34056020,1.408,0,0,71,0,5,0,605,2.089
Formosa,Pirané,Palo Santo,34056030,0,173,0,0,0,1,0,291,465
Formosa,Pirané,Pirané,34056040,0,0,0,957,100,4,0,513,1.574
Formosa,Pirané,Villa Kilómetro 213,34056050,0,0,0,0,0,1,0,230,231
Formosa,Ramón Lista,El Potrillo,34063010,0,0,0,0,0,0,0,20,20
Formosa,Ramón Lista,El Quebracho,34063030,0,0,0,0,0,0,0,12,12
Formosa,Ramón Lista,General Mosconi,34063020,0,0,0,8,0,3,0,33,44
Formosa,Ramón Lista,Otros,Sin Datos,0,0,0,0,0,8,0,0,8
Jujuy,Cochinoca,Abra Pampa,38007020,0,0,0,0,0,3,0,221,224
Jujuy,Cochinoca,Puesto Del Marquéz,38007060,0,0,0,5,0,0,0,0,5
Jujuy,Cochinoca,La Redonda,38007055,0,0,0,0,0,1,0,0,1
Jujuy,Doctor Manuel Belgrano,Guerrero,38021010,75,78,0,0,0,0,0,0,153
Jujuy,Doctor Manuel Belgrano,Lozano (Ap. Chañi),38021040,0,0,0,0,0,0,0,111,111
Jujuy,Doctor Manuel Belgrano,San Salvador De Jujuy (Est. Jujuy),38021060,8.668,39.547,0,33.453,36,4,0,140,81.848
Jujuy,Doctor Manuel Belgrano,Yala,38021070,0,0,0,0,153,1,0,3,157
Jujuy,Doctor Manuel Belgrano,La Almona,38021020,0,2,0,3,0,0,0,0,5
Jujuy,Doctor Manuel Belgrano,Dr. Manuel Belgrano,38021065,0,0,0,0,0,1,0,8,9
Jujuy,Doctor Manuel Belgrano,León,38021030,0,504,0,0,0,1,0,0,505
Jujuy,El Carmen,El Carmen,38014040,470,720,0,0,0,2,0,1,1.193
Jujuy,El Carmen,Los Lapachos (Est. Maquinista Verón),38014050,0,0,0,0,0,0,0,1,1
Jujuy,El Carmen,Manantiales,38014060,0,0,0,0,0,2,0,0,2
Jujuy,El Carmen,Monterrico,38014070,0,718,0,0,0,1,0,10,729
Jujuy,El Carmen,Pampa Blanca,38014080,67,221,0,0,0,2,0,1,291
Jujuy,El Carmen,Perico,38014090,0,2.034,0,0,0,1,0,11,2.046
Jujuy,El Carmen,Puesto Viejo,38014100,0,88,0,0,0,1,0,0,89
Jujuy,El Carmen,Aguas Calientes,38014010,0,0,0,0,0,0,0,28,28
Jujuy,Humahuaca,El Aguilar,38028020,0,0,0,0,181,1,0,0,182
Jujuy,Humahuaca,Hipólito Yrigoyen (Est. Iturbe),38028030,0,0,0,5,0,0,0,0,5
Jujuy,Humahuaca,Humahuaca,38028040,369,0,0,0,120,7,0,330,826
Jujuy,Humahuaca,Tres Cruces,38028050,0,0,0,5,30,0,0,0,35
Jujuy,Humahuaca,Uquía (Est. Senador Pérez),38028060,3,0,0,5,40,0,0,0,48
Jujuy,Ledesma,Caimancito,38035030,209,0,0,0,0,1,0,37,247
Jujuy,Ledesma,Calilegua,38035040,0,500,0,0,0,1,0,144,645
Jujuy,Ledesma,Chalicán,38035050,0,0,0,0,0,0,0,78,78
Jujuy,Ledesma,Fraile Pintado,38035060,650,23,0,0,0,1,0,121,795
Jujuy,Ledesma,Libertador General San Martín (Est. Ledesma),38035080,60,6.065,0,1.000,0,3,0,787,7.915
Jujuy,Ledesma,Yuto,38035110,0,0,0,0,0,1,0,176,177
Jujuy,Otros,Otros,Sin Datos,0,0,0,0,1.085,0,0,0,1.085
Jujuy,Palpalá,Carahunco,38042010,1,0,0,0,0,1,0,0,2
Jujuy,Palpalá,Centro Forestal,38042020,15,0,0,0,0,0,0,0,15
Jujuy,Palpalá,Palpalá (Est. Gral. Manuel N. Savio),38042040,1.931,1.004,0,3.395,56,3,0,1,6.390
Jujuy,Palpalá,Rio Blanco,38042010,0,53,0,21,0,0,0,0,74
Jujuy,Rinconada,Liviara,38049020,0,0,0,0,0,5,0,0,5
Jujuy,Rinconada,Loma Blanca,38049025,0,0,0,0,0,2,0,0,2
Jujuy,Rinconada,Nuevo Pirquitas,38049030,0,0,0,5,0,2,0,0,7
Jujuy,Rinconada,Coyaguaima,38049007,0,0,0,5,0,0,0,0,5
Jujuy,Rinconada,Orosmayo,38049035,0,0,0,5,0,0,0,0,5
Jujuy,Rinconada,Rinconada,38049040,0,0,0,0,0,2,0,0,2
Jujuy,Rinconada,Lagunillas De Farallón,38049010,0,0,0,9,0,0,0,0,9
Jujuy,San Antonio,Loteo Navea,38056020,0,0,0,77,0,0,0,0,77
Jujuy,San Antonio,San Antonio,38056030,1,87,0,0,0,1,0,0,89
Jujuy,San Antonio,El Ceibal,38056010,0,0,0,1,0,0,0,0,1
Jujuy,San Antonio,Los Alisos,38056017,1,0,0,0,0,0,0,0,1
Jujuy,San Pedro,La Esperanza,38063070,0,0,0,0,0,1,0,0,1
Jujuy,San Pedro,La Mendieta,38063090,0,0,0,0,0,1,0,240,241
Jujuy,San Pedro,San Pedro (Est. San Pedro De Jujuy),38063180,5.822,1.334,0,1.468,0,1,0,74,8.699
Jujuy,San Pedro,San Lucas,38063170,0,0,0,0,0,0,0,10,10
Jujuy,San Pedro,Don Emilio,38063030,0,0,0,0,0,0,0,37,37
Jujuy,San Pedro,Rosario De Río Grande,38063150,0,0,0,0,0,0,0,54,54
Jujuy,Santa Barbara,El Fuerte,38070010,0,0,0,0,0,5,0,0,5
Jujuy,Santa Barbara,El Piquete,38070020,75,0,0,0,0,0,0,21,96
Jujuy,Santa Barbara,El Talar,38070030,0,0,0,0,0,1,0,141,142
Jujuy,Santa Barbara,Otros,Sin Datos,0,0,0,0,0,3,0,0,3
Jujuy,Santa Barbara,Palma Sola,38070040,0,0,0,0,0,1,0,115,116
Jujuy,Santa Barbara,Santa Clara,38070060,102,0,0,0,0,1,0,79,182
Jujuy,Santa Barbara,Vinalito,38070070,0,0,0,0,0,0,0,30,30
Jujuy,Santa Catalina,Casira,38077010,0,0,0,5,0,0,0,0,5
Jujuy,Santa Catalina,Ciénega,38077020,0,0,0,5,0,0,0,0,5
Jujuy,Santa Catalina,Cieneguillas,38077030,0,0,0,5,0,0,0,0,5
Jujuy,Santa Catalina,Cusi Cusi,38077040,0,0,0,5,0,0,0,0,5
Jujuy,Santa Catalina,Misarrumi,38077060,0,0,0,0,0,5,0,0,5
Jujuy,Santa Catalina,Oratorio,38077070,0,0,0,5,0,0,0,0,5
Jujuy,Santa Catalina,Paicone,38077080,0,0,0,5,0,0,0,0,5
Jujuy,Santa Catalina,Santa Catalina,38077100,0,0,0,5,0,1,0,0,6
Jujuy,Susques,El Toro,38084030,0,0,0,20,0,2,0,0,22
Jujuy,Susques,Huáncar,38084040,0,0,0,27,0,0,0,0,27
Jujuy,Susques,Olacapato,38084055,0,0,0,8,0,0,0,1,9
Jujuy,Susques,Olaroz Chico,38084060,0,0,0,30,0,1,0,5,36
Jujuy,Susques,Pastos Chicos,38084070,0,0,0,22,0,0,0,0,22
Jujuy,Susques,Puesto Sey,38084080,0,0,0,20,0,0,0,0,20
Jujuy,Susques,San Juan De Quillaqués,38084090,0,0,0,12,0,5,0,0,17
Jujuy,Susques,Susques,38084100,0,0,0,275,0,11,0,18,304
Jujuy,Susques,Coranzuli,38084020,0,0,0,60,0,0,0,0,60
Jujuy,Susques,Catua,38084010,0,0,0,70,0,0,0,0,70
Jujuy,Susques,Jama,38084045,0,0,0,11,0,0,0,0,11
Jujuy,Susques,Mina Providencia,38084050,0,0,0,5,0,0,0,0,5
Jujuy,Tilcara,Huacalera,38094020,0,0,0,5,56,0,0,0,61
Jujuy,Tilcara,Juella,38094030,0,0,0,0,16,0,0,0,16
Jujuy,Tilcara,Maimará,38094040,0,0,0,5,430,2,0,76,513
Jujuy,Tilcara,Tilcara,38094050,0,0,0,5,70,3,0,375,453
Jujuy,Tumbaya,Bárcena,38098010,0,0,0,0,0,0,0,111,111
Jujuy,Tumbaya,Purmamarca,38098030,77,0,0,0,0,0,0,1,78
Jujuy,Tumbaya,Volcán,38098050,1,0,0,0,5,0,0,93,99
Jujuy,Tumbaya,El Moreno,38098020,0,0,0,0,1,0,0,0,1
Jujuy,Tumbaya,Tumbaya,38098040,0,0,0,0,0,0,0,342,342
Jujuy,Valle Grande,Santa Ana,38105040,0,0,0,0,0,2,0,0,2
Jujuy,Yavi,Barrios,38112010,0,0,0,5,0,0,0,0,5
Jujuy,Yavi,Cangrejillos,38112020,0,0,0,5,0,0,0,0,5
Jujuy,Yavi,La Intermedia,38112040,0,0,0,5,0,0,0,0,5
Jujuy,Yavi,La Quiaca,38112050,660,0,0,75,5,1,0,1,742
Jujuy,Yavi,Pumahuasi,38112070,0,0,0,5,0,0,0,0,5
Jujuy,Yavi,Yavi Chico,38112090,0,0,0,5,0,0,0,0,5
Jujuy,Yavi,Yavi,38112080,0,0,0,0,0,1,0,0,1
La Pampa,Atreucó,Doblas,42007010,0,333,0,40,0,1,0,41,415
La Pampa,Atreucó,Macachín,42007020,0,0,0,301,0,1,0,1.004,1.306
La Pampa,Atreucó,Miguel Riglos,42007030,0,0,0,3,0,1,0,110,114
La Pampa,Atreucó,Rolón,42007040,0,0,0,0,0,1,0,69,70
La Pampa,Atreucó,Tomas M. Anchorena,42007050,0,0,1,0,0,1,0,5,7
La Pampa,Caleu Caleu,La Adela,42014020,0,261,0,0,0,3,0,335,599
La Pampa,Capital,Anguil,42021010,0,138,0,2,99,1,0,334,574
La Pampa,Capital,Santa Rosa,42021020,1.760,46.905,66,1.387,3.066,3,0,271,53.458
La Pampa,Catriló,Catriló,42028010,0,509,1,680,327,1,0,0,1.518
La Pampa,Catriló,La Gloria,42028020,0,0,0,0,24,0,0,0,24
La Pampa,Catriló,Lonquimay,42028030,0,278,0,1,71,1,0,0,351
La Pampa,Catriló,Uriburu,42028040,0,90,0,1,94,2,0,149,336
La Pampa,Chalileo,Santa Isabel,42049010,0,0,2,0,0,1,0,862,865
La Pampa,Chapaleufú,Bernardo Larroude,42056010,0,0,1,57,0,1,0,530,589
La Pampa,Chapaleufú,Ceballos,42056020,0,0,0,1,0,1,0,73,75
La Pampa,Chapaleufú,Coronel Hilario Lagos (Est. Aguas Buenas),42056030,0,0,0,0,0,1,0,238,239
La Pampa,Chapaleufú,Intendente Alvear,42056040,83,613,1,209,1,2,0,556,1.465
La Pampa,Chapaleufú,Sarah,42056050,0,0,0,0,0,2,0,16,18
La Pampa,Chapaleufú,Vértiz,42056060,0,0,0,0,0,0,0,107,107
La Pampa,Chical Co,La Humada,42063020,0,0,0,0,0,1,0,152,153
La Pampa,Conhelo,Conhelo,42035010,0,0,0,0,0,0,0,46,46
La Pampa,Conhelo,Eduardo Castex,42035020,1.693,1.341,0,7,0,1,0,0,3.042
La Pampa,Conhelo,Mauricio Mayer,42035030,0,0,0,0,0,1,0,30,31
La Pampa,Conhelo,Monte Nievas,42035040,0,0,0,0,0,1,0,45,46
La Pampa,Conhelo,Rucanelo,42035050,0,0,0,1,0,0,0,26,27
La Pampa,Conhelo,Winifreda,42035060,0,192,2,693,2,0,0,195,1.084
La Pampa,Curacó,Gobernador Duval,42042010,0,0,0,0,0,1,0,83,84
La Pampa,Curacó,Puelches,42042020,0,0,0,0,0,1,0,68,69
La Pampa,Guatraché,Alpachiri,42070010,0,0,0,2,0,1,0,0,3
La Pampa,Guatraché,General Manuel J. Campos,42070020,0,0,0,2,0,1,0,0,3
La Pampa,Guatraché,Guatraché,42070030,0,239,0,2,0,1,0,278,520
La Pampa,Guatraché,Santa Teresa,42070050,0,0,0,2,0,0,0,0,2
La Pampa,Guatraché,Perú,42070040,0,0,0,0,0,0,0,39,39
La Pampa,Hucal,Abramo,42077010,0,0,0,1,0,1,0,64,66
La Pampa,Hucal,Bernasconi,42077020,48,0,0,1,0,1,0,603,653
La Pampa,Hucal,General San Martín (Est. Villa Alba),42077030,0,0,0,2,0,0,0,826,828
La Pampa,Hucal,Jacinto Arauz,42077050,631,0,0,2,0,2,0,76,711
La Pampa,Limay Mahuida,La Reforma,42091010,0,0,0,0,0,1,0,65,66
La Pampa,Limay Mahuida,Limay Mahuida,42091020,0,0,0,0,0,1,0,16,17
La Pampa,Loventué,Carro Quemado,42098010,0,0,0,1,0,1,0,50,52
La Pampa,Loventué,Luan Toro,42098030,0,0,0,0,0,1,0,67,68
La Pampa,Loventué,Telén,42098040,0,0,0,1,0,1,0,198,200
La Pampa,Loventué,Victorica,42098050,0,0,0,2,0,1,0,482,485
La Pampa,Loventué,Loventué,42098020,0,0,0,1,0,0,0,0,1
La Pampa,Maracó,Agustoni,42105010,0,0,0,0,0,0,0,29,29
La Pampa,Maracó,Dorila,42105020,0,0,0,1,0,0,0,53,54
La Pampa,Maracó,General Pico,42105030,2.535,1,91,14.688,278,1,0,3.015,20.609
La Pampa,Maracó,Speluzzi,42105040,0,0,0,1,0,0,0,41,42
La Pampa,Otros,Otros,Sin Datos,0,1,0,0,0,0,0,0,1
La Pampa,Puelén,25 De Mayo,42112020,0,0,0,1.027,0,0,0,950,1.977
La Pampa,Puelén,Puelén,42112010,0,0,1,0,0,2,0,131,134
La Pampa,Puelén,Casa De Piedra,42112005,0,0,0,0,0,0,0,47,47
La Pampa,Quemú Quemú,Colonia Barón,42119010,0,0,2,550,0,1,0,249,802
La Pampa,Quemú Quemú,Miguel Cané,42119030,0,0,0,1,105,1,0,0,107
La Pampa,Quemú Quemú,Quemú Quemú,42119040,0,0,1,2,113,1,0,143,260
La Pampa,Quemú Quemú,Relmo,42119050,0,0,0,0,26,0,0,0,26
La Pampa,Quemú Quemú,Villa Mirasol,42119060,0,0,0,0,0,0,0,250,250
La Pampa,Rancul,Caleufú,42126010,0,350,0,2,0,1,0,0,353
La Pampa,Rancul,La Maruja,42126030,0,150,0,0,0,1,0,0,151
La Pampa,Rancul,Parera,42126040,0,0,0,408,0,1,0,258,667
La Pampa,Rancul,Quetrequén,42126060,0,0,0,1,0,1,0,142,144
La Pampa,Rancul,Rancul,42126070,0,0,0,158,0,2,0,677,837
La Pampa,Rancul,Pichi Huinca,42126050,0,0,0,1,0,0,0,0,1
La Pampa,Realicó,Adolfo Van Praet,42133010,0,6,0,0,0,1,0,23,30
La Pampa,Realicó,Alta Italia,42133020,0,0,0,0,0,1,0,567,568
La Pampa,Realicó,Damián Maisonave (Est. Simson),42133030,0,0,0,2,0,0,0,100,102
La Pampa,Realicó,Embajador Martini,42133040,15,0,0,7,0,1,0,531,554
La Pampa,Realicó,Falucho,42133050,0,0,0,0,0,1,0,77,78
La Pampa,Realicó,Ingeniero Luiggi,42133060,0,0,0,240,0,2,0,1.418,1.660
La Pampa,Realicó,Ojeda,42133070,0,0,0,0,0,0,0,9,9
La Pampa,Realicó,Realicó,42133080,171,0,1,1.527,0,1,0,1.398,3.098
La Pampa,Toay,Toay,42140020,225,5.104,0,556,0,1,0,259,6.145
La Pampa,Trenel,Arata,42147010,0,0,0,1,0,1,0,256,258
La Pampa,Trenel,Metileo,42147020,0,0,0,0,0,1,0,60,61
La Pampa,Trenel,Trenel,42147030,84,652,0,0,0,2,0,274,1.012
La Pampa,Utracán,Ataliva Roca,42154010,0,0,0,2,0,1,0,289,292
La Pampa,Utracán,Chacharramendi,42154020,0,0,0,0,0,2,0,85,87
La Pampa,Utracán,Colonia Santa María,42154030,0,0,1,1,0,0,0,145,147
La Pampa,Utracán,General Acha,42154040,551,2.915,0,970,0,2,0,333,4.771
La Pampa,Utracán,Quehué,42154050,0,0,0,1,0,1,0,242,244
La Pampa,Utracán,Unanué,42154060,0,0,0,1,0,0,0,56,57
La Pampa,Lihuel Calel,Cuchillo Co,42084010,0,0,0,1,0,1,0,0,2
La Rioja,Arauco,Aimogasta,46007010,104,2.031,0,4,0,1,0,87,2.227
La Rioja,Arauco,Estación Mazán,46007040,0,0,0,0,0,1,0,14,15
La Rioja,Arauco,Villa Mazán,46007050,0,0,0,0,0,0,0,156,156
La Rioja,Arauco,Machigasta,46007040,0,0,0,0,0,0,0,3,3
La Rioja,Capital,La Rioja,46014010,5.272,34.941,4,16.315,6,3,0,1.223,57.764
La Rioja,Castro Barros,Anillaco,46021020,0,453,0,1,0,1,0,0,455
La Rioja,Castro Barros,Los Molinos,46021050,0,49,0,0,0,0,0,4,53
La Rioja,Castro Barros,San Pedro,46021070,0,28,0,0,0,0,0,45,73
La Rioja,Castro Barros,Aminga,46021010,0,158,0,1,0,0,0,17,176
La Rioja,Castro Barros,Anjullón,46021030,0,44,0,1,0,0,0,64,109
La Rioja,Castro Barros,Chuquis,46021040,0,39,0,0,0,0,0,0,39
La Rioja,Castro Barros,Pinchas,46021060,0,49,0,0,0,0,0,1,50
La Rioja,Castro Barros,Santa Vera Cruz,46021080,0,0,0,0,0,0,0,5,5
La Rioja,Chamical,Chamical,46035010,229,2.963,0,8,0,1,0,9,3.210
La Rioja,Chilecito,Chilecito,46042010,1.046,4.510,0,3.328,0,0,0,96,8.980
La Rioja,Chilecito,Colonia Vichigasta,46042050,0,0,0,0,0,1,0,0,1
La Rioja,Chilecito,Los Sarmientos,46042030,0,157,0,0,0,0,0,0,157
La Rioja,Chilecito,Nonogasta,46042090,90,824,0,1,0,1,0,6,922
La Rioja,Chilecito,San Miguel,46042030,0,60,0,0,0,0,0,5,65
La Rioja,Chilecito,San Nicolás,46042100,0,0,0,0,0,0,0,7,7
La Rioja,Chilecito,Vichigasta,46042140,46,0,0,1,0,1,0,103,151
La Rioja,Chilecito,Colonia Anguinán,46042020,0,161,0,1,0,0,0,69,231
La Rioja,Chilecito,Guanchín,46042060,0,0,0,0,0,0,0,2,2
La Rioja,Chilecito,Malligasta,46042070,0,0,0,0,0,0,0,185,185
La Rioja,Chilecito,Santa Florentina,46042110,0,0,0,0,0,0,0,7,7
La Rioja,Chilecito,Sañogasta,46042120,0,0,0,0,0,0,0,219,219
La Rioja,Chilecito,Tilimuqui,46042130,0,0,0,0,0,0,0,13,13
La Rioja,Chilecito,La Puntilla,46042030,0,0,0,0,0,0,0,1,1
La Rioja,Coronel Felipe Varela,Guandacol,46028020,1,379,0,2,0,1,0,0,383
La Rioja,Coronel Felipe Varela,Santa Clara,46028010,0,0,0,0,0,0,0,41,41
La Rioja,Coronel Felipe Varela,Villa Unión,46028050,0,1.122,0,3,0,1,0,258,1.384
La Rioja,Coronel Felipe Varela,Aicuña,46028010,0,0,0,0,0,0,0,47,47
La Rioja,Coronel Felipe Varela,Los Palacios,46028030,0,0,0,0,0,0,0,107,107
La Rioja,Coronel Felipe Varela,Pagancillo,46028040,0,0,0,1,0,0,0,126,127
La Rioja,Famatina,Famatina,46049070,1,202,0,2,0,0,0,5,210
La Rioja,Famatina,Angulos,46049020,0,0,0,0,0,0,0,6,6
La Rioja,Famatina,Campanas,46049050,0,0,0,1,0,0,0,161,162
La Rioja,Famatina,Chañarmuyo,46049060,0,0,0,0,0,0,0,29,29
La Rioja,Famatina,La Cuadra,46049080,0,0,0,0,0,0,0,22,22
La Rioja,Famatina,Pituil,46049090,0,0,0,0,0,0,0,153,153
La Rioja,Famatina,Santa Cruz,46049110,0,0,0,0,0,0,0,22,22
La Rioja,General Angel V. Peñaloza,Tama,46056020,8,0,0,1,0,0,0,149,158
La Rioja,General Angel V. Peñaloza,Punta De Los Llanos,46056010,0,0,0,1,0,0,0,93,94
La Rioja,General Belgrano,Chañar,46063020,9,0,0,1,0,0,0,90,100
La Rioja,General Belgrano,Loma Blanca,46063030,0,0,0,0,0,2,0,0,2
La Rioja,General Belgrano,Olta,46063040,0,1.069,0,1,0,1,0,6,1.077
La Rioja,General Belgrano,Castro Barros,46063010,0,0,0,0,0,0,0,1,1
La Rioja,General Ocampo,Santa Rita De Catuna,46084050,0,299,0,0,0,1,0,0,300
La Rioja,General Ocampo,Ambil,46084010,0,0,0,0,0,0,0,34,34
La Rioja,General Ocampo,Milagro,46084030,0,813,0,1,0,0,0,0,814
La Rioja,General San Martín,Ulapes,46091010,0,691,0,2,0,0,0,1,694
La Rioja,Independencia,Amaná,46105010,1,0,0,0,0,0,0,1,2
La Rioja,Independencia,Otros,Sin Datos,0,0,0,0,0,1,0,0,1
La Rioja,Independencia,Patquía,46105020,31,0,0,1,0,0,0,279,311
La Rioja,Rosario Vera Peñaloza,Chepes,46112010,4,2.312,0,3,1,1,0,373,2.694
La Rioja,Rosario Vera Peñaloza,Desiderio Tello,46112020,0,0,0,0,0,0,0,116,116
La Rioja,Sanagasta,Villa Sanagasta,46126010,0,543,0,5,0,1,0,5,554
La Rioja,San Blas De Los Sauces,Los Robles,46119010,0,1,0,3,0,1,0,102,107
La Rioja,San Blas De Los Sauces,Alpasinche,46119010,0,0,0,2,0,0,0,49,51
La Rioja,San Blas De Los Sauces,Salicas - San Blas,46119010,0,0,0,0,0,0,0,156,156
La Rioja,San Blas De Los Sauces,Andolucas,46119010,0,0,0,0,0,0,0,16,16
La Rioja,San Blas De Los Sauces,Chaupihuasi,46119010,0,0,0,0,0,0,0,16,16
La Rioja,San Blas De Los Sauces,Cuipan,46119010,0,0,0,0,0,0,0,50,50
La Rioja,San Blas De Los Sauces,Las Talas,46119010,0,1,0,0,0,0,0,42,43
La Rioja,San Blas De Los Sauces,San Blas,46119010,0,0,0,0,0,0,0,48,48
La Rioja,San Blas De Los Sauces,Shaqui,46119010,0,0,0,1,0,0,0,73,74
La Rioja,San Blas De Los Sauces,Suriyaco,46119010,0,0,0,0,0,0,0,2,2
La Rioja,San Blas De Los Sauces,Tuyubil,46119010,0,0,0,0,0,0,0,2,2
La Rioja,General Juan F. Quiroga,San Antonio,46070040,0,0,0,0,0,0,0,33,33
La Rioja,General Juan F. Quiroga,Malanzán,46070010,0,0,0,1,0,0,0,347,348
La Rioja,General Juan F. Quiroga,Nácate,46070020,0,0,0,0,0,0,0,78,78
La Rioja,General Juan F. Quiroga,Portezuelo,46070030,0,0,0,1,0,0,0,227,228
La Rioja,General Lamadrid,Villa Castelli,46077010,0,0,0,1,0,0,0,255,256
La Rioja,Vinchina,Jagüé,46098010,0,0,0,0,0,0,0,2,2
La Rioja,Vinchina,Villa San José De Vinchina,46098020,0,0,0,2,0,0,0,431,433
Mendoza,Capital,Mendoza,50007010,6.997,69.861,182,32.987,202,16,0,2.053,112.298
Mendoza,General Alvear,Bowen,50014010,0,64,1,0,0,1,0,91,157
Mendoza,General Alvear,General Alvear,50014030,782,3.812,1,2.224,411,0,0,3.408,10.638
Mendoza,General Alvear,Carmensa,50014020,0,0,0,0,0,0,0,79,79
Mendoza,Godoy Cruz,Godoy Cruz,50021010,4.261,25,90,31.340,100,2,0,1.014,36.832
Mendoza,Godoy Cruz,Gobernador Benegas,50021010,0,0,0,568,0,0,0,0,568
Mendoza,Godoy Cruz,Las Tortugas,50021010,0,0,0,759,0,0,0,0,759
Mendoza,Godoy Cruz,San Francisco Del Monte,50021010,0,0,0,288,0,0,0,0,288
Mendoza,Godoy Cruz,Villa Hipodromo,50021010,0,0,0,18,0,0,0,0,18
Mendoza,Guaymallén,Bermejo,50028030,0,0,0,149,0,0,0,0,149
Mendoza,Guaymallén,Colonia Segovia,50028010,0,0,0,5,0,0,0,142,147
Mendoza,Guaymallén,Guaymallén,50028020,5.163,7,88,28.449,17,0,0,1.536,35.260
Mendoza,Guaymallén,La Primavera,50028030,0,0,0,0,0,0,0,27,27
Mendoza,Guaymallén,Los Corralitos,50028040,102,0,2,0,0,1,0,49,154
Mendoza,Guaymallén,Otros,Sin Datos,0,0,0,0,0,0,0,150,150
Mendoza,Guaymallén,Puente De Hierro,50028050,1.259,0,3,0,0,0,0,116,1.378
Mendoza,Guaymallén,San Jose,50028030,0,0,0,112,0,0,0,0,112
Mendoza,Guaymallén,Dorrego,50028030,0,0,0,1,0,0,0,0,1
Mendoza,Guaymallén,Rodeo De La Cruz,50028010,0,0,0,351,0,1,0,0,352
Mendoza,Guaymallén,San Francisco Del Monte,50028050,0,0,0,223,0,0,0,0,223
Mendoza,Guaymallén,Buena Nueva,50028030,0,0,0,230,0,1,0,0,231
Mendoza,Guaymallén,Capilla Del Rosario,50028050,0,0,0,311,0,0,0,0,311
Mendoza,Guaymallén,El Sauce,50028030,0,0,0,14,0,0,0,0,14
Mendoza,Guaymallén,Jesus Nazareno,50028050,0,0,0,258,0,0,0,0,258
Mendoza,Guaymallén,Las Cañas,50028050,0,0,0,218,0,0,0,0,218
Mendoza,Guaymallén,Pedro Molina,50028030,0,0,0,113,0,0,0,0,113
Mendoza,Junín,Ingeniero Giagnoni,50035010,3.682,0,52,254,52,0,0,66,4.106
Mendoza,Junín,Junín,50035020,354,0,5,961,0,0,0,215,1.535
Mendoza,Junín,La Colonia,50035030,0,0,0,541,0,1,0,201,743
Mendoza,Junín,Los Barriales,50035040,832,0,2,0,0,0,0,175,1.009
Mendoza,Junín,Medrano,50035050,0,0,0,0,0,0,0,774,774
Mendoza,Junín,Otros,Sin Datos,0,0,0,30,0,0,0,0,30
Mendoza,Junín,Phillips,50035060,0,0,0,0,0,0,0,1,1
Mendoza,Junín,Rodríguez Peña,50035070,0,0,0,0,0,0,0,48,48
Mendoza,La Paz,La Paz,50042020,384,0,0,4,0,0,0,0,388
Mendoza,Las Heras,Las Heras,50049050,1.206,7,32,13.713,11,6,0,722,15.697
Mendoza,Las Heras,Papagayos,50049040,0,0,0,0,0,1,0,0,1
Mendoza,Las Heras,Uspallata,50049110,578,0,2,558,0,0,0,0,1.138
Mendoza,Las Heras,El Challao,50049040,0,0,0,198,0,0,0,0,198
Mendoza,Las Heras,El Plumerillo,50049040,0,0,0,36,0,0,0,0,36
Mendoza,Las Heras,El Resguardo,50049040,0,0,0,3,0,0,0,0,3
Mendoza,Las Heras,El Zapallar,50049040,0,0,0,84,0,0,0,0,84
Mendoza,Las Heras,Panquehua,50049040,0,0,0,5,0,0,0,0,5
Mendoza,Las Heras,Puente Del Inca,50049090,0,0,0,0,0,1,0,0,1
Mendoza,Lavalle,3 De Mayo,50056150,0,0,0,0,0,0,0,21,21
Mendoza,Lavalle,Barrio Los Olivos,50056070,229,0,0,0,0,0,0,0,229
Mendoza,Lavalle,Costa De Araujo,50056080,0,0,0,2,29,0,0,125,156
Mendoza,Lavalle,El Vergel,50056100,0,0,0,0,0,0,0,22,22
Mendoza,Lavalle,Ingeniero Gustavo André,50056110,0,0,0,0,0,0,0,26,26
Mendoza,Lavalle,Jocolí,50056120,0,0,0,0,0,0,0,27,27
Mendoza,Lavalle,Jocolí Viejo,50056130,0,0,0,0,0,0,0,25,25
Mendoza,Lavalle,Villa Tulumaya,50056160,0,0,0,107,1,0,0,271,379
Mendoza,Luján De Cuyo,Agrelo,50063010,1,0,0,564,0,0,0,67,632
Mendoza,Luján De Cuyo,Cacheuta,50063030,18,0,0,0,0,0,0,31,49
Mendoza,Luján De Cuyo,Las Compuertas,50063070,1.050,0,7,0,0,0,0,42,1.099
Mendoza,Luján De Cuyo,Luján De Cuyo,50063090,2.450,9,29,4.074,608,1,0,1.829,9.000
Mendoza,Luján De Cuyo,Perdriel,50063100,60,0,4,154,0,0,0,58,276
Mendoza,Luján De Cuyo,Potrerillos,50063110,0,0,0,1,0,4,0,32,37
